### ZJet_amcatnlo_Inc
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
  12              PassHBHENoiseIsoFilter          0.0000          1.0000               -               -      7327437.1003         7405.2560          0.9999      1.5305e-05      7.1006e-02      6.6513e-05
  13         PassBadEESupercrystalFilter          0.0000          1.0000               -               -      7327437.1003         7405.2560          1.0000      0.0000e+00      7.1006e-02      6.6513e-05
  14            PassEcalDeadCellTrigPrim          0.0000          1.0000               -               -      7326974.4552         7405.0346          0.9999      7.8191e-06      7.1002e-02      6.6511e-05
  15                 PassBadPFMuonFilter          0.0000          1.0000               -               -      7326775.2288         7404.9447          1.0000      4.9836e-06      7.1000e-02      6.6510e-05
  16              PassEcalBadCalibFilter          0.0000          1.0000               -               -      7326379.1424         7404.7814          0.9999      6.7150e-06      7.0996e-02      6.6509e-05
  17                            PassNEle          0.0000          1.0000               -               -      7339649.1679         7407.7135          1.0018     -1.0000e+00      7.1125e-02      6.6526e-05
  18                           PassNMuon          0.0000          1.0000               -               -      7103473.2737         7396.4435          0.9678      6.2909e-05      6.8836e-02      6.6601e-05
  19                     nEle_hltMatched            -inf            +inf               -               -      7090203.2482         7393.5070          0.9981      2.9366e-05      6.8707e-02      6.6585e-05
  20                     nJet_hltMatched            -inf            +inf               -               -      7090203.2482         7393.5070          1.0000      0.0000e+00      6.8707e-02      6.6585e-05
  21                             Ele1_Pt         50.0000            +inf               -               -      5392758.7453         6658.3686          0.7606      4.1187e-04      5.2258e-02      6.1097e-05
  22                            Ele1_Eta            -inf            +inf               -               -      5392758.7453         6658.3686          1.0000      0.0000e+00      5.2258e-02      6.1097e-05
  23                            Ele1_Phi            -inf            +inf               -               -      5392758.7453         6658.3686          1.0000      0.0000e+00      5.2258e-02      6.1097e-05
  24                             Ele2_Pt         50.0000            +inf               -               -      1906368.9248         4090.6907          0.3535      5.9963e-04      1.8474e-02      3.8927e-05
  25                            Ele2_Eta            -inf            +inf               -               -      1906368.9248         4090.6907          1.0000      0.0000e+00      1.8474e-02      3.8927e-05
  26                            Ele2_Phi            -inf            +inf               -               -      1906368.9248         4090.6907          1.0000      0.0000e+00      1.8474e-02      3.8927e-05
  27                                nJet            -inf            +inf               -               -      1906368.9248         4090.6907          1.0000      0.0000e+00      1.8474e-02      3.8927e-05
  28                             Jet1_Pt         50.0000            +inf               -               -      1321397.0771         3784.8788          0.6931      8.3092e-04      1.2805e-02      3.6228e-05
  29                            Jet1_Eta         -2.4000          2.4000               -               -      1321397.0771         3784.8788          1.0000      0.0000e+00      1.2805e-02      3.6228e-05
  30                            Jet1_Phi            -inf            +inf               -               -      1321397.0771         3784.8788          1.0000      0.0000e+00      1.2805e-02      3.6228e-05
  31                             Jet2_Pt         50.0000            +inf               -               -       551725.5136         2653.6575          0.4175      1.4485e-03      5.3465e-03      2.5594e-05
  32                            Jet2_Eta            -inf         -1.3000               -               -        92576.2274         1088.2842          0.1678      1.8002e-03      8.9711e-04      1.0543e-05
  33                            Jet2_Phi            -inf         -1.5708         -0.8727            +inf        82150.6338         1024.9763          0.8874      3.7235e-03      7.9608e-04      9.9310e-06
  34                             Jet3_Pt            -inf            +inf               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
  35                            Jet3_Eta         -2.4000          2.4000               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
  36                            Jet3_Phi            -inf            +inf               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
  37                         DR_Ele1Jet1            -inf            +inf               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
  38                         DR_Ele1Jet2            -inf            +inf               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
  39                         DR_Ele2Jet1            -inf            +inf               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
  40                         DR_Ele2Jet2            -inf            +inf               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
  41                         DR_Jet1Jet2            -inf            +inf               -               -        82150.6338         1024.9763          1.0000      0.0000e+00      7.9608e-04      9.9310e-06
